Flight_ID,Airline,Route,Date,Delay_Minutes,Delay_Type,Revenue,Month,Revenue_Loss
FL100690,Akasa Air,DEL-BLR,2025-11-21,113,Technical,445136,November,11300
FL100691,Akasa Air,DEL-BOM,2025-11-22,21,Weather,356081,November,2100
FL100692,SpiceJet,HYD-BOM,2025-11-23,157,Air Traffic,250796,November,15700
FL100693,IndiGo,CCU-BOM,2025-11-24,171,Crew,193279,November,17100
FL100694,IndiGo,DEL-BOM,2025-11-25,31,Weather,246846,November,3100
FL100695,Air India,BOM-BLR,2025-11-26,178,Air Traffic,214044,November,17800
FL100696,SpiceJet,CCU-BOM,2025-11-27,173,Crew,454015,November,17300
FL100697,Air India,DEL-BOM,2025-11-28,112,Security,252160,November,11200
FL100698,Air India,CCU-BOM,2025-11-29,119,Weather,472132,November,11900
FL100699,Air India,BOM-BLR,2025-11-30,148,Weather,120463,November,14800
FL100700,Vistara,DEL-BLR,2025-12-01,121,Security,143500,December,12100
FL100701,Vistara,BOM-BLR,2025-12-02,31,Security,257772,December,3100
FL100702,Air India,BOM-BLR,2025-12-03,118,Weather,87158,December,11800
FL100703,SpiceJet,CCU-BOM,2025-12-04,38,Security,134607,December,3800
FL100704,IndiGo,BLR-PNQ,2025-12-05,11,Technical,431783,December,1100
FL100705,SpiceJet,MAA-DEL,2025-12-06,174,Crew,295017,December,17400
FL100706,Akasa Air,HYD-BOM,2025-12-07,17,Crew,383840,December,1700
FL100707,Vistara,HYD-BOM,2025-12-08,148,Crew,373654,December,14800
FL100708,IndiGo,DEL-BLR,2025-12-09,140,Technical,170076,December,14000
FL100709,IndiGo,DEL-BLR,2025-12-10,148,Security,108692,December,14800
FL100710,Akasa Air,HYD-BOM,2025-12-11,125,Air Traffic,180841,December,12500
FL100711,Akasa Air,MAA-DEL,2025-12-12,135,Security,242816,December,13500
FL100712,Air India,HYD-BOM,2025-12-13,45,Weather,327954,December,4500
FL100713,Vistara,BLR-PNQ,2025-12-14,103,Crew,448342,December,10300
FL100714,Vistara,MAA-DEL,2025-12-15,134,Security,211081,December,13400
FL100715,SpiceJet,DEL-BLR,2025-12-16,150,Air Traffic,161718,December,15000
FL100716,Air India,DEL-BOM,2025-12-17,85,Weather,403076,December,8500
FL100717,Air India,CCU-BOM,2025-12-18,149,Technical,50192,December,14900
FL100718,Air India,BLR-PNQ,2025-12-19,88,Technical,297536,December,8800
FL100719,Air India,BLR-PNQ,2025-12-20,21,Air Traffic,86413,December,2100
FL100720,Vistara,DEL-BLR,2025-12-21,91,Weather,193888,December,9100
FL100721,Vistara,DEL-BLR,2025-12-22,28,Crew,89082,December,2800
FL100722,Air India,BOM-BLR,2025-12-23,12,Security,377192,December,1200
FL100723,SpiceJet,BLR-PNQ,2025-12-24,1,Weather,173130,December,100
FL100724,IndiGo,BOM-BLR,2025-12-25,28,Technical,100940,December,2800
FL100725,IndiGo,BOM-BLR,2025-12-26,179,Air Traffic,213202,December,17900
FL100726,SpiceJet,CCU-BOM,2025-12-27,26,Air Traffic,90142,December,2600
FL100727,Air India,BOM-BLR,2025-12-28,49,Security,86468,December,4900
FL100728,Vistara,MAA-DEL,2025-12-29,94,Air Traffic,473914,December,9400
FL100729,IndiGo,HYD-BOM,2025-12-30,150,Air Traffic,191727,December,15000
FL100730,Akasa Air,DEL-BOM,2025-12-31,87,Weather,228969,December,8700
FL100731,Akasa Air,DEL-BLR,2026-01-01,43,Crew,473291,January,4300
FL100732,SpiceJet,MAA-DEL,2026-01-02,21,Security,452575,January,2100
FL100733,Air India,DEL-BOM,2026-01-03,170,Weather,441192,January,17000
FL100734,IndiGo,BLR-PNQ,2026-01-04,164,Crew,286187,January,16400
FL100735,Air India,BLR-PNQ,2026-01-05,96,Weather,92056,January,9600
FL100736,IndiGo,BLR-PNQ,2026-01-06,2,Weather,101831,January,200
FL100737,SpiceJet,MAA-DEL,2026-01-07,117,Air Traffic,371335,January,11700
FL100738,SpiceJet,MAA-DEL,2026-01-08,18,Crew,299664,January,1800
FL100739,Akasa Air,DEL-BLR,2026-01-09,22,Security,434092,January,2200
FL100740,Air India,HYD-BOM,2026-01-10,156,Security,476488,January,15600
FL100741,Akasa Air,BOM-BLR,2026-01-11,29,Crew,158117,January,2900
FL100742,Air India,BLR-PNQ,2026-01-12,38,Air Traffic,326815,January,3800
FL100743,Akasa Air,CCU-BOM,2026-01-13,107,Technical,339192,January,10700
FL100744,Vistara,HYD-BOM,2026-01-14,110,Weather,338107,January,11000
FL100745,Vistara,CCU-BOM,2026-01-15,24,Air Traffic,93954,January,2400
FL100746,Vistara,DEL-BLR,2026-01-16,127,Crew,283192,January,12700
FL100747,Vistara,DEL-BLR,2026-01-17,110,Weather,407574,January,11000
FL100748,IndiGo,DEL-BLR,2026-01-18,135,Security,50717,January,13500
FL100749,Vistara,DEL-BOM,2026-01-19,105,Technical,323820,January,10500
FL100750,SpiceJet,CCU-BOM,2026-01-20,143,Security,447650,January,14300
FL100751,SpiceJet,HYD-BOM,2026-01-21,71,Crew,230882,January,7100
FL100752,IndiGo,HYD-BOM,2026-01-22,128,Weather,168696,January,12800
FL100753,Vistara,MAA-DEL,2026-01-23,107,Crew,442974,January,10700
FL100754,Vistara,MAA-DEL,2026-01-24,4,Weather,54994,January,400
FL100755,Vistara,BLR-PNQ,2026-01-25,2,Air Traffic,316378,January,200
FL100756,Akasa Air,MAA-DEL,2026-01-26,131,Technical,119300,January,13100
FL100757,Air India,DEL-BLR,2026-01-27,103,Air Traffic,356093,January,10300
FL100758,Akasa Air,HYD-BOM,2026-01-28,63,Air Traffic,87405,January,6300
FL100759,Air India,CCU-BOM,2026-01-29,105,Crew,347016,January,10500
FL100760,Vistara,DEL-BLR,2026-01-30,97,Technical,354359,January,9700
FL100761,Vistara,DEL-BOM,2026-01-31,9,Weather,73185,January,900
FL100762,Akasa Air,MAA-DEL,2026-02-01,148,Weather,224514,February,14800
FL100763,Akasa Air,DEL-BLR,2026-02-02,127,Security,494975,February,12700
FL100764,Air India,DEL-BLR,2026-02-03,45,Weather,353297,February,4500
FL100765,SpiceJet,DEL-BOM,2026-02-04,154,Crew,389679,February,15400
FL100766,Air India,BOM-BLR,2026-02-05,65,Air Traffic,183653,February,6500
FL100767,Akasa Air,HYD-BOM,2026-02-06,168,Air Traffic,101717,February,16800
FL100768,Akasa Air,CCU-BOM,2026-02-07,111,Air Traffic,52763,February,11100
FL100769,IndiGo,BLR-PNQ,2026-02-08,12,Technical,405054,February,1200
FL100770,Akasa Air,BOM-BLR,2026-02-09,136,Weather,105480,February,13600
FL100771,IndiGo,MAA-DEL,2026-02-10,163,Crew,219831,February,16300
FL100772,SpiceJet,DEL-BLR,2026-02-11,85,Technical,257139,February,8500
FL100773,Air India,DEL-BOM,2026-02-12,89,Security,168094,February,8900
FL100774,Air India,DEL-BOM,2026-02-13,57,Crew,206379,February,5700
FL100775,IndiGo,HYD-BOM,2026-02-14,53,Crew,277443,February,5300
FL100776,Air India,BOM-BLR,2026-02-15,11,Crew,61064,February,1100
FL100777,Akasa Air,BLR-PNQ,2026-02-16,13,Air Traffic,126848,February,1300
FL100778,Vistara,HYD-BOM,2026-02-17,120,Crew,87548,February,12000
FL100779,IndiGo,DEL-BLR,2026-02-18,161,Weather,218017,February,16100
FL100780,Air India,HYD-BOM,2026-02-19,180,Crew,491153,February,18000
FL100781,IndiGo,CCU-BOM,2026-02-20,120,Air Traffic,318620,February,12000
FL100782,IndiGo,DEL-BOM,2026-02-21,19,Crew,494972,February,1900
FL100783,Vistara,DEL-BOM,2026-02-22,74,Security,402245,February,7400
FL100784,Akasa Air,MAA-DEL,2026-02-23,143,Security,52382,February,14300
FL100785,IndiGo,MAA-DEL,2026-02-24,69,Air Traffic,492899,February,6900
FL100786,Air India,BLR-PNQ,2026-02-25,55,Weather,226348,February,5500
FL100787,SpiceJet,DEL-BLR,2026-02-26,100,Weather,476618,February,10000
FL100788,IndiGo,CCU-BOM,2026-02-27,131,Technical,470162,February,13100
FL100789,IndiGo,BOM-BLR,2026-02-28,110,Air Traffic,129698,February,11000
FL100790,Vistara,HYD-BOM,2026-03-01,124,Crew,295762,March,12400
FL100791,Akasa Air,BLR-PNQ,2026-03-02,131,Air Traffic,293381,March,13100
FL100792,SpiceJet,DEL-BLR,2026-03-03,19,Technical,465551,March,1900
FL100793,Air India,MAA-DEL,2026-03-04,137,Air Traffic,95095,March,13700
FL100794,SpiceJet,HYD-BOM,2026-03-05,23,Air Traffic,442118,March,2300
FL100795,Air India,MAA-DEL,2026-03-06,153,Technical,339341,March,15300
FL100796,Akasa Air,HYD-BOM,2026-03-07,36,Weather,439763,March,3600
FL100797,Air India,BOM-BLR,2026-03-08,53,Crew,72010,March,5300
FL100798,Vistara,DEL-BLR,2026-03-09,102,Technical,467339,March,10200
FL100799,Vistara,HYD-BOM,2026-03-10,148,Security,400067,March,14800
FL100800,Vistara,CCU-BOM,2026-03-11,37,Weather,183962,March,3700
FL100801,Vistara,BLR-PNQ,2026-03-12,173,Security,442670,March,17300
FL100802,SpiceJet,DEL-BOM,2026-03-13,3,Weather,159162,March,300
FL100803,Akasa Air,CCU-BOM,2026-03-14,56,Crew,433071,March,5600
FL100804,Air India,CCU-BOM,2026-03-15,172,Crew,320170,March,17200
FL100805,Air India,BLR-PNQ,2026-03-16,19,Air Traffic,377069,March,1900
FL100806,Vistara,DEL-BOM,2026-03-17,16,Security,118842,March,1600
FL100807,Vistara,CCU-BOM,2026-03-18,118,Weather,345809,March,11800
FL100808,IndiGo,HYD-BOM,2026-03-19,70,Crew,321421,March,7000
FL100809,Akasa Air,HYD-BOM,2026-03-20,3,Technical,223311,March,300
FL100810,SpiceJet,HYD-BOM,2026-03-21,13,Crew,490880,March,1300
FL100811,Air India,DEL-BOM,2026-03-22,2,Technical,360152,March,200
FL100812,IndiGo,CCU-BOM,2026-03-23,79,Weather,326827,March,7900
FL100813,IndiGo,DEL-BOM,2026-03-24,54,Crew,181742,March,5400
FL100814,Air India,HYD-BOM,2026-03-25,131,Crew,270283,March,13100
FL100815,SpiceJet,BLR-PNQ,2026-03-26,119,Weather,198961,March,11900
FL100816,IndiGo,CCU-BOM,2026-03-27,23,Crew,498828,March,2300
FL100817,IndiGo,CCU-BOM,2026-03-28,161,Technical,225607,March,16100
FL100818,Akasa Air,MAA-DEL,2026-03-29,157,Crew,390686,March,15700
FL100819,SpiceJet,MAA-DEL,2026-03-30,81,Security,366463,March,8100
FL100820,IndiGo,BOM-BLR,2026-03-31,146,Air Traffic,295144,March,14600
FL100821,SpiceJet,DEL-BLR,2026-04-01,158,Technical,404211,April,15800
FL100822,Air India,MAA-DEL,2026-04-02,59,Security,202711,April,5900
FL100823,Vistara,DEL-BOM,2026-04-03,146,Weather,245784,April,14600
FL100824,IndiGo,MAA-DEL,2026-04-04,48,Technical,459849,April,4800
FL100825,Akasa Air,BOM-BLR,2026-04-05,62,Air Traffic,302217,April,6200
FL100826,Air India,CCU-BOM,2026-04-06,109,Air Traffic,477876,April,10900
FL100827,SpiceJet,BOM-BLR,2026-04-07,149,Weather,381119,April,14900
FL100828,Air India,CCU-BOM,2026-04-08,151,Weather,213244,April,15100
FL100829,IndiGo,BLR-PNQ,2026-04-09,108,Technical,151158,April,10800
FL100830,SpiceJet,BLR-PNQ,2026-04-10,75,Crew,323721,April,7500
FL100831,Vistara,CCU-BOM,2026-04-11,29,Weather,389443,April,2900
FL100832,Air India,DEL-BLR,2026-04-12,57,Crew,332320,April,5700
FL100833,IndiGo,MAA-DEL,2026-04-13,116,Security,487602,April,11600
FL100834,Akasa Air,DEL-BOM,2026-04-14,158,Air Traffic,113972,April,15800
FL100835,SpiceJet,DEL-BOM,2026-04-15,99,Crew,432162,April,9900
FL100836,Air India,HYD-BOM,2026-04-16,18,Air Traffic,484219,April,1800
FL100837,Air India,CCU-BOM,2026-04-17,175,Crew,332140,April,17500
FL100838,Vistara,DEL-BOM,2026-04-18,172,Security,150922,April,17200
FL100839,Vistara,DEL-BLR,2026-04-19,93,Weather,398742,April,9300
FL100840,Akasa Air,CCU-BOM,2026-04-20,112,Security,85931,April,11200
FL100841,Akasa Air,DEL-BLR,2026-04-21,145,Weather,174168,April,14500
FL100842,IndiGo,DEL-BOM,2026-04-22,62,Weather,216782,April,6200
FL100843,IndiGo,DEL-BOM,2026-04-23,115,Air Traffic,173099,April,11500
FL100844,Akasa Air,HYD-BOM,2026-04-24,112,Security,84693,April,11200
FL100845,Akasa Air,DEL-BOM,2026-04-25,46,Crew,478956,April,4600
FL100846,SpiceJet,CCU-BOM,2026-04-26,56,Security,158944,April,5600
FL100847,Vistara,BLR-PNQ,2026-04-27,117,Air Traffic,274655,April,11700
FL100848,IndiGo,CCU-BOM,2026-04-28,44,Weather,257574,April,4400
FL100849,Vistara,CCU-BOM,2026-04-29,160,Air Traffic,329518,April,16000
FL100850,Vistara,HYD-BOM,2026-04-30,144,Technical,297572,April,14400
FL100851,Akasa Air,HYD-BOM,2026-05-01,3,Technical,393615,May,300
FL100852,SpiceJet,DEL-BOM,2026-05-02,147,Crew,95913,May,14700
FL100853,Air India,BOM-BLR,2026-05-03,46,Air Traffic,435827,May,4600
FL100854,SpiceJet,BOM-BLR,2026-05-04,142,Crew,247097,May,14200
FL100855,SpiceJet,HYD-BOM,2026-05-05,46,Crew,356660,May,4600
FL100856,Vistara,DEL-BOM,2026-05-06,77,Technical,137796,May,7700
FL100857,SpiceJet,BOM-BLR,2026-05-07,123,Crew,338213,May,12300
FL100858,IndiGo,DEL-BOM,2026-05-08,74,Technical,430477,May,7400
FL100859,Vistara,DEL-BOM,2026-05-09,102,Weather,499449,May,10200
FL100860,IndiGo,DEL-BOM,2026-05-10,136,Air Traffic,134811,May,13600
FL100861,Air India,MAA-DEL,2026-05-11,89,Crew,240121,May,8900
FL100862,Vistara,CCU-BOM,2026-05-12,143,Technical,282892,May,14300
FL100863,Air India,DEL-BOM,2026-05-13,68,Security,430172,May,6800
FL100864,Vistara,MAA-DEL,2026-05-14,60,Crew,89178,May,6000
FL100865,Akasa Air,HYD-BOM,2026-05-15,137,Weather,344965,May,13700
FL100866,SpiceJet,BOM-BLR,2026-05-16,49,Weather,494943,May,4900
FL100867,Akasa Air,CCU-BOM,2026-05-17,2,Security,66999,May,200
FL100868,Air India,BLR-PNQ,2026-05-18,106,Technical,350856,May,10600
FL100869,SpiceJet,BOM-BLR,2026-05-19,112,Crew,245623,May,11200
FL100870,Vistara,CCU-BOM,2026-05-20,93,Technical,221244,May,9300
FL100871,SpiceJet,BLR-PNQ,2026-05-21,117,Weather,345866,May,11700
FL100872,IndiGo,BOM-BLR,2026-05-22,80,Technical,322769,May,8000
FL100873,SpiceJet,CCU-BOM,2026-05-23,108,Weather,248237,May,10800
FL100874,IndiGo,BOM-BLR,2026-05-24,50,Technical,56859,May,5000
FL100875,SpiceJet,BOM-BLR,2026-05-25,146,Security,484825,May,14600
FL100876,IndiGo,BLR-PNQ,2026-05-26,169,Air Traffic,486523,May,16900
FL100877,Air India,BOM-BLR,2026-05-27,34,Security,160986,May,3400
FL100878,Akasa Air,BOM-BLR,2026-05-28,45,Security,282654,May,4500
FL100879,Vistara,BLR-PNQ,2026-05-29,153,Air Traffic,333983,May,15300
FL100880,SpiceJet,HYD-BOM,2026-05-30,68,Air Traffic,339360,May,6800
FL100881,Akasa Air,DEL-BOM,2026-05-31,92,Crew,365097,May,9200
FL100882,Vistara,DEL-BLR,2026-06-01,63,Crew,99522,June,6300
FL100883,Vistara,MAA-DEL,2026-06-02,164,Security,280233,June,16400
FL100884,IndiGo,DEL-BLR,2026-06-03,48,Security,448102,June,4800
FL100885,Air India,DEL-BLR,2026-06-04,148,Weather,423393,June,14800
FL100886,Air India,CCU-BOM,2026-06-05,73,Weather,57485,June,7300
FL100887,Akasa Air,DEL-BOM,2026-06-06,4,Crew,474671,June,400
FL100888,Air India,CCU-BOM,2026-06-07,99,Crew,293056,June,9900
FL100889,SpiceJet,DEL-BOM,2026-06-08,69,Weather,459983,June,6900
FL100890,Air India,BLR-PNQ,2026-06-09,89,Weather,162701,June,8900
FL100891,Akasa Air,BLR-PNQ,2026-06-10,3,Technical,471669,June,300
FL100892,Air India,DEL-BOM,2026-06-11,125,Technical,257352,June,12500
FL100893,SpiceJet,BOM-BLR,2026-06-12,38,Weather,152638,June,3800
FL100894,IndiGo,HYD-BOM,2026-06-13,162,Technical,234514,June,16200
FL100895,Akasa Air,BOM-BLR,2026-06-14,128,Air Traffic,495093,June,12800
FL100896,IndiGo,HYD-BOM,2026-06-15,23,Crew,324370,June,2300
FL100897,IndiGo,CCU-BOM,2026-06-16,56,Crew,143405,June,5600
FL100898,IndiGo,HYD-BOM,2026-06-17,99,Weather,334732,June,9900
FL100899,Vistara,CCU-BOM,2026-06-18,69,Security,260048,June,6900
FL100900,Vistara,BLR-PNQ,2026-06-19,40,Weather,212781,June,4000
FL100901,IndiGo,DEL-BLR,2026-06-20,173,Technical,491004,June,17300
FL100902,Akasa Air,BLR-PNQ,2026-06-21,59,Security,87019,June,5900
FL100903,SpiceJet,BLR-PNQ,2026-06-22,107,Technical,488164,June,10700
FL100904,SpiceJet,DEL-BLR,2026-06-23,56,Air Traffic,311497,June,5600
FL100905,Air India,HYD-BOM,2026-06-24,30,Technical,115133,June,3000
FL100906,Akasa Air,HYD-BOM,2026-06-25,83,Air Traffic,426588,June,8300
FL100907,Vistara,CCU-BOM,2026-06-26,151,Air Traffic,247530,June,15100
FL100908,IndiGo,BOM-BLR,2026-06-27,35,Technical,429747,June,3500
FL100909,Air India,CCU-BOM,2026-06-28,157,Technical,208598,June,15700
FL100910,SpiceJet,BOM-BLR,2026-06-29,151,Air Traffic,178585,June,15100
FL100911,Vistara,BLR-PNQ,2026-06-30,107,Security,495414,June,10700
FL100912,Vistara,DEL-BLR,2026-07-01,105,Air Traffic,295172,July,10500
FL100913,IndiGo,BLR-PNQ,2026-07-02,157,Crew,355539,July,15700
FL100914,SpiceJet,DEL-BOM,2026-07-03,85,Air Traffic,467247,July,8500
FL100915,Akasa Air,HYD-BOM,2026-07-04,134,Security,175814,July,13400
FL100916,Vistara,BOM-BLR,2026-07-05,162,Crew,480917,July,16200
FL100917,IndiGo,CCU-BOM,2026-07-06,13,Weather,424743,July,1300
FL100918,Akasa Air,DEL-BLR,2026-07-07,119,Weather,75939,July,11900
FL100919,SpiceJet,BOM-BLR,2026-07-08,137,Security,492361,July,13700
FL100920,Vistara,CCU-BOM,2026-07-09,79,Air Traffic,463540,July,7900
FL100921,Akasa Air,HYD-BOM,2026-07-10,143,Technical,203939,July,14300
FL100922,Akasa Air,BLR-PNQ,2026-07-11,105,Security,312347,July,10500
FL100923,Akasa Air,HYD-BOM,2026-07-12,69,Crew,459760,July,6900
FL100924,Vistara,MAA-DEL,2026-07-13,43,Crew,459115,July,4300
FL100925,Vistara,DEL-BOM,2026-07-14,72,Weather,341207,July,7200
FL100926,Air India,MAA-DEL,2026-07-15,44,Crew,140880,July,4400
FL100927,SpiceJet,DEL-BLR,2026-07-16,106,Security,53748,July,10600
FL100928,IndiGo,BOM-BLR,2026-07-17,83,Crew,286094,July,8300
FL100929,Akasa Air,DEL-BLR,2026-07-18,81,Security,429413,July,8100
FL100930,Air India,BLR-PNQ,2026-07-19,106,Technical,392908,July,10600
FL100931,IndiGo,CCU-BOM,2026-07-20,20,Weather,201956,July,2000
FL100932,Air India,HYD-BOM,2026-07-21,177,Crew,206255,July,17700
FL100933,Vistara,MAA-DEL,2026-07-22,160,Security,420180,July,16000
FL100934,Akasa Air,MAA-DEL,2026-07-23,6,Air Traffic,200331,July,600
FL100935,IndiGo,BLR-PNQ,2026-07-24,69,Weather,217031,July,6900
FL100936,IndiGo,MAA-DEL,2026-07-25,126,Technical,428669,July,12600
FL100937,IndiGo,BLR-PNQ,2026-07-26,142,Security,476673,July,14200
FL100938,IndiGo,DEL-BLR,2026-07-27,159,Technical,397823,July,15900
FL100939,IndiGo,HYD-BOM,2026-07-28,147,Technical,175829,July,14700
FL100940,Air India,BOM-BLR,2026-07-29,142,Crew,178216,July,14200
FL100941,Akasa Air,CCU-BOM,2026-07-30,175,Crew,445319,July,17500
FL100942,Vistara,BOM-BLR,2026-07-31,148,Security,115901,July,14800
FL100943,Vistara,DEL-BLR,2026-08-01,169,Air Traffic,293386,August,16900
FL100944,Vistara,CCU-BOM,2026-08-02,153,Security,225607,August,15300
FL100945,Vistara,MAA-DEL,2026-08-03,119,Air Traffic,459319,August,11900
FL100946,Air India,DEL-BOM,2026-08-04,127,Technical,148046,August,12700
FL100947,SpiceJet,DEL-BLR,2026-08-05,141,Weather,402156,August,14100
FL100948,Akasa Air,DEL-BLR,2026-08-06,56,Security,128278,August,5600
FL100949,IndiGo,HYD-BOM,2026-08-07,164,Security,324535,August,16400
FL100950,SpiceJet,BOM-BLR,2026-08-08,57,Air Traffic,152476,August,5700
FL100951,Vistara,DEL-BLR,2026-08-09,20,Technical,472117,August,2000
FL100952,SpiceJet,DEL-BLR,2026-08-10,81,Technical,432865,August,8100
FL100953,Akasa Air,MAA-DEL,2026-08-11,68,Air Traffic,147537,August,6800
FL100954,IndiGo,MAA-DEL,2026-08-12,130,Technical,393303,August,13000
FL100955,IndiGo,CCU-BOM,2026-08-13,86,Crew,443184,August,8600
FL100956,Akasa Air,BLR-PNQ,2026-08-14,164,Weather,231429,August,16400
FL100957,Akasa Air,BLR-PNQ,2026-08-15,48,Security,267980,August,4800
FL100958,Vistara,DEL-BOM,2026-08-16,146,Weather,481653,August,14600
FL100959,IndiGo,BLR-PNQ,2026-08-17,114,Security,347647,August,11400
FL100960,SpiceJet,HYD-BOM,2026-08-18,88,Crew,125403,August,8800
FL100961,Air India,DEL-BOM,2026-08-19,84,Technical,484474,August,8400
FL100962,Air India,CCU-BOM,2026-08-20,127,Air Traffic,476940,August,12700
FL100963,Akasa Air,MAA-DEL,2026-08-21,139,Crew,114286,August,13900
FL100964,Vistara,BLR-PNQ,2026-08-22,168,Weather,386986,August,16800
FL100965,Air India,BOM-BLR,2026-08-23,160,Air Traffic,154927,August,16000
FL100966,IndiGo,MAA-DEL,2026-08-24,177,Technical,327052,August,17700
FL100967,Akasa Air,HYD-BOM,2026-08-25,116,Crew,493842,August,11600
FL100968,SpiceJet,MAA-DEL,2026-08-26,126,Air Traffic,349372,August,12600
FL100969,Akasa Air,HYD-BOM,2026-08-27,70,Crew,73386,August,7000
FL100970,SpiceJet,HYD-BOM,2026-08-28,85,Crew,227826,August,8500
FL100971,Akasa Air,HYD-BOM,2026-08-29,32,Technical,340446,August,3200
FL100972,Akasa Air,CCU-BOM,2026-08-30,80,Security,372959,August,8000
FL100973,Akasa Air,HYD-BOM,2026-08-31,151,Air Traffic,302156,August,15100
FL100974,SpiceJet,HYD-BOM,2026-09-01,60,Technical,375488,September,6000
FL100975,SpiceJet,BOM-BLR,2026-09-02,60,Crew,478834,September,6000
FL100976,Akasa Air,DEL-BOM,2026-09-03,97,Technical,423747,September,9700
FL100977,Air India,DEL-BLR,2026-09-04,27,Security,373258,September,2700
FL100978,Vistara,DEL-BOM,2026-09-05,42,Air Traffic,298724,September,4200
FL100979,Vistara,HYD-BOM,2026-09-06,168,Security,251202,September,16800
FL100980,Vistara,BOM-BLR,2026-09-07,166,Weather,75525,September,16600
FL100981,SpiceJet,MAA-DEL,2026-09-08,85,Air Traffic,129818,September,8500
FL100982,SpiceJet,BOM-BLR,2026-09-09,176,Security,164589,September,17600
FL100983,Air India,HYD-BOM,2026-09-10,16,Crew,195406,September,1600
FL100984,Vistara,BOM-BLR,2026-09-11,97,Air Traffic,144715,September,9700
FL100985,Vistara,BLR-PNQ,2026-09-12,97,Air Traffic,243839,September,9700
FL100986,Akasa Air,BOM-BLR,2026-09-13,64,Technical,318788,September,6400
FL100987,SpiceJet,HYD-BOM,2026-09-14,73,Crew,413298,September,7300
FL100988,Vistara,CCU-BOM,2026-09-15,84,Weather,476149,September,8400
FL100989,Air India,BLR-PNQ,2026-09-16,4,Security,307438,September,400
FL100990,Air India,BOM-BLR,2026-09-17,1,Technical,355613,September,100
FL100991,Vistara,DEL-BLR,2026-09-18,21,Security,476903,September,2100
FL100992,SpiceJet,DEL-BLR,2026-09-19,111,Weather,418753,September,11100
FL100993,Air India,BOM-BLR,2026-09-20,56,Weather,495872,September,5600
FL100994,Akasa Air,CCU-BOM,2026-09-21,65,Air Traffic,460591,September,6500
FL100995,Air India,MAA-DEL,2026-09-22,73,Weather,377350,September,7300
FL100996,IndiGo,HYD-BOM,2026-09-23,97,Security,408606,September,9700
FL100997,IndiGo,DEL-BLR,2026-09-24,143,Crew,217679,September,14300
FL100998,SpiceJet,MAA-DEL,2026-09-25,111,Crew,133178,September,11100
FL100999,Vistara,BOM-BLR,2026-09-26,178,Air Traffic,467209,September,17800
